Population, the rng, violence, drowning, malnutrition, metabolicRate[0], metabolicRate[1], metabolicRate[2], metabolicRate[3], metabolicRate[4], metabolicRate[5], metabolicRate[6], metabolicRate[7], metabolicRate[8], metabolicRate[9], metabolicRate[10], metabolicRate[11], metabolicRate[12], metabolicRate[13], metabolicRate[14], metabolicRate[15], metabolicRate[16], metabolicRate[17], metabolicRate[18], metabolicRate[19], thirstThreshold[0], thirstThreshold[1], thirstThreshold[2], thirstThreshold[3], thirstThreshold[4], thirstThreshold[5], thirstThreshold[6], thirstThreshold[7], thirstThreshold[8], thirstThreshold[9], thirstThreshold[10], thirstThreshold[11], thirstThreshold[12], thirstThreshold[13], thirstThreshold[14], thirstThreshold[15], thirstThreshold[16], thirstThreshold[17], thirstThreshold[18], thirstThreshold[19], hungerThreshold[0], hungerThreshold[1], hungerThreshold[2], hungerThreshold[3], hungerThreshold[4], hungerThreshold[5], hungerThreshold[6], hungerThreshold[7], hungerThreshold[8], hungerThreshold[9], hungerThreshold[10], hungerThreshold[11], hungerThreshold[12], hungerThreshold[13], hungerThreshold[14], hungerThreshold[15], hungerThreshold[16], hungerThreshold[17], hungerThreshold[18], hungerThreshold[19], matingThreshold[0], matingThreshold[1], matingThreshold[2], matingThreshold[3], matingThreshold[4], matingThreshold[5], matingThreshold[6], matingThreshold[7], matingThreshold[8], matingThreshold[9], matingThreshold[10], matingThreshold[11], matingThreshold[12], matingThreshold[13], matingThreshold[14], matingThreshold[15], matingThreshold[16], matingThreshold[17], matingThreshold[18], matingThreshold[19], energyThreshold[0], energyThreshold[1], energyThreshold[2], energyThreshold[3], energyThreshold[4], energyThreshold[5], energyThreshold[6], energyThreshold[7], energyThreshold[8], energyThreshold[9], energyThreshold[10], energyThreshold[11], energyThreshold[12], energyThreshold[13], energyThreshold[14], energyThreshold[15], energyThreshold[16], energyThreshold[17], energyThreshold[18], energyThreshold[19], thirstSated[0], thirstSated[1], thirstSated[2], thirstSated[3], thirstSated[4], thirstSated[5], thirstSated[6], thirstSated[7], thirstSated[8], thirstSated[9], thirstSated[10], thirstSated[11], thirstSated[12], thirstSated[13], thirstSated[14], thirstSated[15], thirstSated[16], thirstSated[17], thirstSated[18], thirstSated[19], hungerSated[0], hungerSated[1], hungerSated[2], hungerSated[3], hungerSated[4], hungerSated[5], hungerSated[6], hungerSated[7], hungerSated[8], hungerSated[9], hungerSated[10], hungerSated[11], hungerSated[12], hungerSated[13], hungerSated[14], hungerSated[15], hungerSated[16], hungerSated[17], hungerSated[18], hungerSated[19], energySated[0], energySated[1], energySated[2], energySated[3], energySated[4], energySated[5], energySated[6], energySated[7], energySated[8], energySated[9], energySated[10], energySated[11], energySated[12], energySated[13], energySated[14], energySated[15], energySated[16], energySated[17], energySated[18], energySated[19], wanderWeight[0], wanderWeight[1], wanderWeight[2], wanderWeight[3], wanderWeight[4], wanderWeight[5], wanderWeight[6], wanderWeight[7], wanderWeight[8], wanderWeight[9], wanderWeight[10], wanderWeight[11], wanderWeight[12], wanderWeight[13], wanderWeight[14], wanderWeight[15], wanderWeight[16], wanderWeight[17], wanderWeight[18], wanderWeight[19], uphillWeight[0], uphillWeight[1], uphillWeight[2], uphillWeight[3], uphillWeight[4], uphillWeight[5], uphillWeight[6], uphillWeight[7], uphillWeight[8], uphillWeight[9], uphillWeight[10], uphillWeight[11], uphillWeight[12], uphillWeight[13], uphillWeight[14], uphillWeight[15], uphillWeight[16], uphillWeight[17], uphillWeight[18], uphillWeight[19], foodPreference[0], foodPreference[1], foodPreference[2], foodPreference[3], foodPreference[4], foodPreference[5], foodPreference[6], foodPreference[7], foodPreference[8], foodPreference[9], foodPreference[10], foodPreference[11], foodPreference[12], foodPreference[13], foodPreference[14], foodPreference[15], foodPreference[16], foodPreference[17], foodPreference[18], foodPreference[19], attackPreference[0], attackPreference[1], attackPreference[2], attackPreference[3], attackPreference[4], attackPreference[5], attackPreference[6], attackPreference[7], attackPreference[8], attackPreference[9], attackPreference[10], attackPreference[11], attackPreference[12], attackPreference[13], attackPreference[14], attackPreference[15], attackPreference[16], attackPreference[17], attackPreference[18], attackPreference[19], plantWeight[0], plantWeight[1], plantWeight[2], plantWeight[3], plantWeight[4], plantWeight[5], plantWeight[6], plantWeight[7], plantWeight[8], plantWeight[9], plantWeight[10], plantWeight[11], plantWeight[12], plantWeight[13], plantWeight[14], plantWeight[15], plantWeight[16], plantWeight[17], plantWeight[18], plantWeight[19], meatWeight[0], meatWeight[1], meatWeight[2], meatWeight[3], meatWeight[4], meatWeight[5], meatWeight[6], meatWeight[7], meatWeight[8], meatWeight[9], meatWeight[10], meatWeight[11], meatWeight[12], meatWeight[13], meatWeight[14], meatWeight[15], meatWeight[16], meatWeight[17], meatWeight[18], meatWeight[19], waterWeight[0], waterWeight[1], waterWeight[2], waterWeight[3], waterWeight[4], waterWeight[5], waterWeight[6], waterWeight[7], waterWeight[8], waterWeight[9], waterWeight[10], waterWeight[11], waterWeight[12], waterWeight[13], waterWeight[14], waterWeight[15], waterWeight[16], waterWeight[17], waterWeight[18], waterWeight[19], matingWeight[0], matingWeight[1], matingWeight[2], matingWeight[3], matingWeight[4], matingWeight[5], matingWeight[6], matingWeight[7], matingWeight[8], matingWeight[9], matingWeight[10], matingWeight[11], matingWeight[12], matingWeight[13], matingWeight[14], matingWeight[15], matingWeight[16], matingWeight[17], matingWeight[18], matingWeight[19], orientationWeight[0], orientationWeight[1], orientationWeight[2], orientationWeight[3], orientationWeight[4], orientationWeight[5], orientationWeight[6], orientationWeight[7], orientationWeight[8], orientationWeight[9], orientationWeight[10], orientationWeight[11], orientationWeight[12], orientationWeight[13], orientationWeight[14], orientationWeight[15], orientationWeight[16], orientationWeight[17], orientationWeight[18], orientationWeight[19], cohesionWeight[0], cohesionWeight[1], cohesionWeight[2], cohesionWeight[3], cohesionWeight[4], cohesionWeight[5], cohesionWeight[6], cohesionWeight[7], cohesionWeight[8], cohesionWeight[9], cohesionWeight[10], cohesionWeight[11], cohesionWeight[12], cohesionWeight[13], cohesionWeight[14], cohesionWeight[15], cohesionWeight[16], cohesionWeight[17], cohesionWeight[18], cohesionWeight[19], separationWeight[0], separationWeight[1], separationWeight[2], separationWeight[3], separationWeight[4], separationWeight[5], separationWeight[6], separationWeight[7], separationWeight[8], separationWeight[9], separationWeight[10], separationWeight[11], separationWeight[12], separationWeight[13], separationWeight[14], separationWeight[15], separationWeight[16], separationWeight[17], separationWeight[18], separationWeight[19], matingDonationM[0], matingDonationM[1], matingDonationM[2], matingDonationM[3], matingDonationM[4], matingDonationM[5], matingDonationM[6], matingDonationM[7], matingDonationM[8], matingDonationM[9], matingDonationM[10], matingDonationM[11], matingDonationM[12], matingDonationM[13], matingDonationM[14], matingDonationM[15], matingDonationM[16], matingDonationM[17], matingDonationM[18], matingDonationM[19], matingDonationF[0], matingDonationF[1], matingDonationF[2], matingDonationF[3], matingDonationF[4], matingDonationF[5], matingDonationF[6], matingDonationF[7], matingDonationF[8], matingDonationF[9], matingDonationF[10], matingDonationF[11], matingDonationF[12], matingDonationF[13], matingDonationF[14], matingDonationF[15], matingDonationF[16], matingDonationF[17], matingDonationF[18], matingDonationF[19], drowningAggression[0], drowningAggression[1], drowningAggression[2], drowningAggression[3], drowningAggression[4], drowningAggression[5], drowningAggression[6], drowningAggression[7], drowningAggression[8], drowningAggression[9], drowningAggression[10], drowningAggression[11], drowningAggression[12], drowningAggression[13], drowningAggression[14], drowningAggression[15], drowningAggression[16], drowningAggression[17], drowningAggression[18], drowningAggression[19], foodAggression[0], foodAggression[1], foodAggression[2], foodAggression[3], foodAggression[4], foodAggression[5], foodAggression[6], foodAggression[7], foodAggression[8], foodAggression[9], foodAggression[10], foodAggression[11], foodAggression[12], foodAggression[13], foodAggression[14], foodAggression[15], foodAggression[16], foodAggression[17], foodAggression[18], foodAggression[19], drinkAggression[0], drinkAggression[1], drinkAggression[2], drinkAggression[3], drinkAggression[4], drinkAggression[5], drinkAggression[6], drinkAggression[7], drinkAggression[8], drinkAggression[9], drinkAggression[10], drinkAggression[11], drinkAggression[12], drinkAggression[13], drinkAggression[14], drinkAggression[15], drinkAggression[16], drinkAggression[17], drinkAggression[18], drinkAggression[19], matingAggression[0], matingAggression[1], matingAggression[2], matingAggression[3], matingAggression[4], matingAggression[5], matingAggression[6], matingAggression[7], matingAggression[8], matingAggression[9], matingAggression[10], matingAggression[11], matingAggression[12], matingAggression[13], matingAggression[14], matingAggression[15], matingAggression[16], matingAggression[17], matingAggression[18], matingAggression[19], wanderAggression[0], wanderAggression[1], wanderAggression[2], wanderAggression[3], wanderAggression[4], wanderAggression[5], wanderAggression[6], wanderAggression[7], wanderAggression[8], wanderAggression[9], wanderAggression[10], wanderAggression[11], wanderAggression[12], wanderAggression[13], wanderAggression[14], wanderAggression[15], wanderAggression[16], wanderAggression[17], wanderAggression[18], wanderAggression[19], attackDelay[0], attackDelay[1], attackDelay[2], attackDelay[3], attackDelay[4], attackDelay[5], attackDelay[6], attackDelay[7], attackDelay[8], attackDelay[9], attackDelay[10], attackDelay[11], attackDelay[12], attackDelay[13], attackDelay[14], attackDelay[15], attackDelay[16], attackDelay[17], attackDelay[18], attackDelay[19], loyalty[0], loyalty[1], loyalty[2], loyalty[3], loyalty[4], loyalty[5], loyalty[6], loyalty[7], loyalty[8], loyalty[9], loyalty[10], loyalty[11], loyalty[12], loyalty[13], loyalty[14], loyalty[15], loyalty[16], loyalty[17], loyalty[18], loyalty[19]
 100, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 18, 19, 6, 16, 13, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 12, 9, 10, 10, 7, 11, 14, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 7, 16, 8, 8, 3, 13, 7, 10, 10, 3, 0, 0, 0, 0, 9, 25, 36, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 8, 9, 11, 10, 9, 8, 8, 12, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 5, 8, 3, 4, 10, 6, 5, 6, 9, 8, 22, 0, 0, 0, 0, 0, 0, 3, 14, 8, 7, 6, 10, 8, 5, 8, 9, 11, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 9, 6, 7, 7, 7, 6, 5, 6, 38, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 10, 8, 7, 13, 7, 5, 8, 5, 9, 3, 9, 2, 0, 0, 0, 14, 18, 15, 9, 10, 20, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 9, 7, 6, 6, 10, 15, 12, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 7, 9, 11, 7, 9, 11, 10, 12, 7, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 5, 19, 9, 11, 15, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 13, 12, 16, 11, 14, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 22, 13, 24, 17, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 10, 10, 11, 8, 8, 5, 11, 13, 0, 0, 0, 0, 0, 0, 0, 22, 27, 24, 25, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 5, 9, 9, 12, 7, 8, 3, 11, 7, 3, 5, 12, 0, 0, 0, 0, 12, 15, 12, 14, 14, 6, 16, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 17, 9, 17, 6, 13, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 18, 12, 12, 18, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 31, 35, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 18, 20, 20, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17, 35, 20, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 30, 23, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 7, 16, 10, 8, 11, 10, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 7, 4, 3, 7, 5, 2, 7, 6, 49
101, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 18, 19, 6, 17, 13, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 12, 9, 10, 10, 7, 11, 14, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 7, 16, 8, 8, 3, 14, 7, 10, 10, 3, 0, 0, 0, 0, 9, 26, 36, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 8, 9, 11, 11, 9, 8, 8, 12, 8, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 6, 8, 3, 4, 10, 6, 5, 6, 9, 8, 22, 0, 0, 0, 0, 0, 0, 3, 14, 8, 8, 6, 10, 8, 5, 8, 9, 11, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 2, 9, 6, 7, 7, 7, 6, 5, 6, 38, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 11, 8, 7, 13, 7, 5, 8, 5, 9, 3, 9, 2, 0, 0, 0, 14, 18, 15, 9, 10, 21, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 10, 7, 6, 6, 10, 15, 12, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 7, 9, 11, 7, 9, 11, 11, 12, 7, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 5, 19, 9, 11, 15, 14, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 16, 14, 12, 16, 11, 14, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 22, 13, 24, 17, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 10, 10, 12, 8, 8, 5, 11, 13, 0, 0, 0, 0, 0, 0, 0, 23, 27, 24, 25, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 5, 9, 9, 12, 8, 8, 3, 11, 7, 3, 5, 12, 0, 0, 0, 0, 12, 15, 12, 15, 14, 6, 16, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 17, 9, 18, 6, 13, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 18, 12, 12, 18, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 31, 36, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26, 19, 20, 20, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 17, 35, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 30, 23, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 7, 16, 10, 8, 12, 10, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 7, 4, 4, 7, 5, 2, 7, 6, 49
111, 1, 1, 0, 0, 0, 0, 0, 0, 7, 8, 21, 20, 6, 19, 14, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 12, 13, 10, 11, 10, 11, 14, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 8, 16, 10, 11, 3, 15, 6, 12, 11, 3, 0, 0, 0, 0, 12, 29, 38, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 8, 13, 12, 10, 10, 8, 10, 13, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 7, 10, 3, 5, 11, 7, 5, 8, 10, 8, 23, 0, 0, 0, 0, 0, 0, 4, 17, 9, 9, 6, 12, 8, 5, 9, 9, 12, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 2, 10, 7, 9, 7, 8, 8, 5, 7, 41, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 11, 10, 10, 15, 8, 5, 9, 5, 9, 3, 10, 2, 0, 0, 0, 15, 21, 17, 12, 12, 21, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 11, 8, 6, 8, 12, 16, 16, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 9, 9, 13, 8, 9, 12, 11, 13, 7, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 7, 20, 10, 12, 20, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 17, 14, 15, 17, 12, 14, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 22, 15, 29, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 11, 11, 14, 8, 8, 5, 13, 13, 0, 0, 0, 0, 0, 0, 0, 25, 31, 28, 25, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 5, 11, 10, 13, 8, 10, 2, 13, 8, 3, 5, 13, 0, 0, 0, 0, 13, 16, 12, 18, 13, 6, 20, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 14, 16, 11, 19, 8, 15, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 21, 13, 12, 18, 13, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 35, 39, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33, 19, 23, 20, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 18, 35, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 32, 27, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 6, 16, 11, 12, 11, 11, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 5, 5, 6, 5, 2, 10, 6, 56
112, 0, 1, 5, 0, 0, 0, 0, 0, 6, 9, 22, 19, 7, 20, 14, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 12, 13, 10, 12, 11, 10, 16, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 6, 16, 10, 13, 3, 13, 6, 12, 12, 3, 0, 0, 0, 0, 15, 29, 37, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 8, 12, 11, 10, 12, 9, 11, 12, 8, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 8, 10, 2, 5, 10, 7, 4, 9, 11, 9, 23, 0, 0, 0, 0, 0, 0, 5, 19, 7, 12, 6, 10, 9, 5, 8, 9, 12, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 2, 11, 7, 10, 7, 8, 7, 5, 7, 41, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 12, 11, 10, 13, 9, 6, 9, 4, 9, 3, 10, 2, 0, 0, 0, 16, 22, 17, 12, 12, 20, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 12, 8, 7, 8, 12, 16, 17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 9, 7, 13, 9, 8, 13, 11, 12, 8, 1, 0, 0, 0, 0, 0, 0, 0, 17, 11, 8, 20, 9, 14, 20, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 14, 14, 17, 13, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 22, 15, 28, 18, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 15, 12, 11, 13, 11, 8, 5, 11, 13, 0, 0, 0, 0, 0, 0, 0, 28, 32, 25, 24, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 5, 12, 10, 10, 8, 9, 2, 13, 8, 4, 4, 14, 0, 0, 0, 0, 13, 17, 13, 18, 14, 5, 19, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 14, 16, 12, 18, 8, 16, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 21, 13, 14, 18, 14, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 36, 41, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33, 22, 22, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 18, 37, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37, 34, 25, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 6, 14, 10, 14, 12, 13, 11, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 7, 5, 6, 7, 3, 2, 9, 5, 59
110, 3, 0, 6, 0, 0, 0, 0, 0, 6, 8, 22, 18, 7, 20, 15, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 13, 14, 11, 11, 10, 8, 17, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 6, 15, 11, 15, 3, 13, 6, 11, 11, 3, 0, 0, 0, 0, 14, 28, 38, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 6, 12, 11, 9, 12, 11, 10, 16, 7, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 9, 8, 2, 5, 8, 7, 3, 8, 11, 9, 23, 0, 0, 0, 0, 0, 0, 6, 18, 7, 12, 6, 11, 10, 6, 7, 7, 10, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 2, 10, 7, 8, 7, 8, 6, 5, 7, 42, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 13, 10, 10, 13, 8, 6, 10, 4, 7, 3, 9, 2, 0, 0, 0, 17, 22, 14, 12, 12, 21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 9, 9, 6, 9, 12, 17, 16, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 8, 6, 14, 7, 8, 14, 10, 11, 9, 1, 0, 0, 0, 0, 0, 0, 0, 17, 8, 8, 19, 9, 15, 19, 13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 13, 15, 17, 14, 13, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 19, 18, 27, 16, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 11, 10, 15, 10, 8, 5, 10, 14, 2, 0, 0, 0, 0, 0, 0, 29, 30, 23, 25, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 4, 13, 10, 11, 8, 9, 2, 12, 6, 5, 4, 14, 0, 0, 0, 0, 13, 16, 11, 21, 14, 6, 17, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 13, 15, 13, 17, 10, 16, 10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 22, 12, 13, 18, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 34, 41, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31, 23, 20, 18, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 18, 37, 24, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 38, 31, 24, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 5, 12, 8, 14, 13, 14, 11, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 6, 5, 5, 3, 3, 9, 5, 58
