Population, drowning, the rng, malnutrition, violence, mating, metabolicRate[0], metabolicRate[1], metabolicRate[2], metabolicRate[3], metabolicRate[4], metabolicRate[5], metabolicRate[6], metabolicRate[7], metabolicRate[8], metabolicRate[9], metabolicRate[10], metabolicRate[11], metabolicRate[12], metabolicRate[13], metabolicRate[14], metabolicRate[15], metabolicRate[16], metabolicRate[17], metabolicRate[18], metabolicRate[19], thirstThreshold[0], thirstThreshold[1], thirstThreshold[2], thirstThreshold[3], thirstThreshold[4], thirstThreshold[5], thirstThreshold[6], thirstThreshold[7], thirstThreshold[8], thirstThreshold[9], thirstThreshold[10], thirstThreshold[11], thirstThreshold[12], thirstThreshold[13], thirstThreshold[14], thirstThreshold[15], thirstThreshold[16], thirstThreshold[17], thirstThreshold[18], thirstThreshold[19], hungerThreshold[0], hungerThreshold[1], hungerThreshold[2], hungerThreshold[3], hungerThreshold[4], hungerThreshold[5], hungerThreshold[6], hungerThreshold[7], hungerThreshold[8], hungerThreshold[9], hungerThreshold[10], hungerThreshold[11], hungerThreshold[12], hungerThreshold[13], hungerThreshold[14], hungerThreshold[15], hungerThreshold[16], hungerThreshold[17], hungerThreshold[18], hungerThreshold[19], matingThreshold[0], matingThreshold[1], matingThreshold[2], matingThreshold[3], matingThreshold[4], matingThreshold[5], matingThreshold[6], matingThreshold[7], matingThreshold[8], matingThreshold[9], matingThreshold[10], matingThreshold[11], matingThreshold[12], matingThreshold[13], matingThreshold[14], matingThreshold[15], matingThreshold[16], matingThreshold[17], matingThreshold[18], matingThreshold[19], energyThreshold[0], energyThreshold[1], energyThreshold[2], energyThreshold[3], energyThreshold[4], energyThreshold[5], energyThreshold[6], energyThreshold[7], energyThreshold[8], energyThreshold[9], energyThreshold[10], energyThreshold[11], energyThreshold[12], energyThreshold[13], energyThreshold[14], energyThreshold[15], energyThreshold[16], energyThreshold[17], energyThreshold[18], energyThreshold[19], thirstSated[0], thirstSated[1], thirstSated[2], thirstSated[3], thirstSated[4], thirstSated[5], thirstSated[6], thirstSated[7], thirstSated[8], thirstSated[9], thirstSated[10], thirstSated[11], thirstSated[12], thirstSated[13], thirstSated[14], thirstSated[15], thirstSated[16], thirstSated[17], thirstSated[18], thirstSated[19], hungerSated[0], hungerSated[1], hungerSated[2], hungerSated[3], hungerSated[4], hungerSated[5], hungerSated[6], hungerSated[7], hungerSated[8], hungerSated[9], hungerSated[10], hungerSated[11], hungerSated[12], hungerSated[13], hungerSated[14], hungerSated[15], hungerSated[16], hungerSated[17], hungerSated[18], hungerSated[19], energySated[0], energySated[1], energySated[2], energySated[3], energySated[4], energySated[5], energySated[6], energySated[7], energySated[8], energySated[9], energySated[10], energySated[11], energySated[12], energySated[13], energySated[14], energySated[15], energySated[16], energySated[17], energySated[18], energySated[19], wanderWeight[0], wanderWeight[1], wanderWeight[2], wanderWeight[3], wanderWeight[4], wanderWeight[5], wanderWeight[6], wanderWeight[7], wanderWeight[8], wanderWeight[9], wanderWeight[10], wanderWeight[11], wanderWeight[12], wanderWeight[13], wanderWeight[14], wanderWeight[15], wanderWeight[16], wanderWeight[17], wanderWeight[18], wanderWeight[19], uphillWeight[0], uphillWeight[1], uphillWeight[2], uphillWeight[3], uphillWeight[4], uphillWeight[5], uphillWeight[6], uphillWeight[7], uphillWeight[8], uphillWeight[9], uphillWeight[10], uphillWeight[11], uphillWeight[12], uphillWeight[13], uphillWeight[14], uphillWeight[15], uphillWeight[16], uphillWeight[17], uphillWeight[18], uphillWeight[19], foodPreference[0], foodPreference[1], foodPreference[2], foodPreference[3], foodPreference[4], foodPreference[5], foodPreference[6], foodPreference[7], foodPreference[8], foodPreference[9], foodPreference[10], foodPreference[11], foodPreference[12], foodPreference[13], foodPreference[14], foodPreference[15], foodPreference[16], foodPreference[17], foodPreference[18], foodPreference[19], attackPreference[0], attackPreference[1], attackPreference[2], attackPreference[3], attackPreference[4], attackPreference[5], attackPreference[6], attackPreference[7], attackPreference[8], attackPreference[9], attackPreference[10], attackPreference[11], attackPreference[12], attackPreference[13], attackPreference[14], attackPreference[15], attackPreference[16], attackPreference[17], attackPreference[18], attackPreference[19], plantWeight[0], plantWeight[1], plantWeight[2], plantWeight[3], plantWeight[4], plantWeight[5], plantWeight[6], plantWeight[7], plantWeight[8], plantWeight[9], plantWeight[10], plantWeight[11], plantWeight[12], plantWeight[13], plantWeight[14], plantWeight[15], plantWeight[16], plantWeight[17], plantWeight[18], plantWeight[19], meatWeight[0], meatWeight[1], meatWeight[2], meatWeight[3], meatWeight[4], meatWeight[5], meatWeight[6], meatWeight[7], meatWeight[8], meatWeight[9], meatWeight[10], meatWeight[11], meatWeight[12], meatWeight[13], meatWeight[14], meatWeight[15], meatWeight[16], meatWeight[17], meatWeight[18], meatWeight[19], waterWeight[0], waterWeight[1], waterWeight[2], waterWeight[3], waterWeight[4], waterWeight[5], waterWeight[6], waterWeight[7], waterWeight[8], waterWeight[9], waterWeight[10], waterWeight[11], waterWeight[12], waterWeight[13], waterWeight[14], waterWeight[15], waterWeight[16], waterWeight[17], waterWeight[18], waterWeight[19], matingWeight[0], matingWeight[1], matingWeight[2], matingWeight[3], matingWeight[4], matingWeight[5], matingWeight[6], matingWeight[7], matingWeight[8], matingWeight[9], matingWeight[10], matingWeight[11], matingWeight[12], matingWeight[13], matingWeight[14], matingWeight[15], matingWeight[16], matingWeight[17], matingWeight[18], matingWeight[19], orientationWeight[0], orientationWeight[1], orientationWeight[2], orientationWeight[3], orientationWeight[4], orientationWeight[5], orientationWeight[6], orientationWeight[7], orientationWeight[8], orientationWeight[9], orientationWeight[10], orientationWeight[11], orientationWeight[12], orientationWeight[13], orientationWeight[14], orientationWeight[15], orientationWeight[16], orientationWeight[17], orientationWeight[18], orientationWeight[19], cohesionWeight[0], cohesionWeight[1], cohesionWeight[2], cohesionWeight[3], cohesionWeight[4], cohesionWeight[5], cohesionWeight[6], cohesionWeight[7], cohesionWeight[8], cohesionWeight[9], cohesionWeight[10], cohesionWeight[11], cohesionWeight[12], cohesionWeight[13], cohesionWeight[14], cohesionWeight[15], cohesionWeight[16], cohesionWeight[17], cohesionWeight[18], cohesionWeight[19], separationWeight[0], separationWeight[1], separationWeight[2], separationWeight[3], separationWeight[4], separationWeight[5], separationWeight[6], separationWeight[7], separationWeight[8], separationWeight[9], separationWeight[10], separationWeight[11], separationWeight[12], separationWeight[13], separationWeight[14], separationWeight[15], separationWeight[16], separationWeight[17], separationWeight[18], separationWeight[19], matingDonationM[0], matingDonationM[1], matingDonationM[2], matingDonationM[3], matingDonationM[4], matingDonationM[5], matingDonationM[6], matingDonationM[7], matingDonationM[8], matingDonationM[9], matingDonationM[10], matingDonationM[11], matingDonationM[12], matingDonationM[13], matingDonationM[14], matingDonationM[15], matingDonationM[16], matingDonationM[17], matingDonationM[18], matingDonationM[19], matingDonationF[0], matingDonationF[1], matingDonationF[2], matingDonationF[3], matingDonationF[4], matingDonationF[5], matingDonationF[6], matingDonationF[7], matingDonationF[8], matingDonationF[9], matingDonationF[10], matingDonationF[11], matingDonationF[12], matingDonationF[13], matingDonationF[14], matingDonationF[15], matingDonationF[16], matingDonationF[17], matingDonationF[18], matingDonationF[19], drowningAggression[0], drowningAggression[1], drowningAggression[2], drowningAggression[3], drowningAggression[4], drowningAggression[5], drowningAggression[6], drowningAggression[7], drowningAggression[8], drowningAggression[9], drowningAggression[10], drowningAggression[11], drowningAggression[12], drowningAggression[13], drowningAggression[14], drowningAggression[15], drowningAggression[16], drowningAggression[17], drowningAggression[18], drowningAggression[19], foodAggression[0], foodAggression[1], foodAggression[2], foodAggression[3], foodAggression[4], foodAggression[5], foodAggression[6], foodAggression[7], foodAggression[8], foodAggression[9], foodAggression[10], foodAggression[11], foodAggression[12], foodAggression[13], foodAggression[14], foodAggression[15], foodAggression[16], foodAggression[17], foodAggression[18], foodAggression[19], drinkAggression[0], drinkAggression[1], drinkAggression[2], drinkAggression[3], drinkAggression[4], drinkAggression[5], drinkAggression[6], drinkAggression[7], drinkAggression[8], drinkAggression[9], drinkAggression[10], drinkAggression[11], drinkAggression[12], drinkAggression[13], drinkAggression[14], drinkAggression[15], drinkAggression[16], drinkAggression[17], drinkAggression[18], drinkAggression[19], matingAggression[0], matingAggression[1], matingAggression[2], matingAggression[3], matingAggression[4], matingAggression[5], matingAggression[6], matingAggression[7], matingAggression[8], matingAggression[9], matingAggression[10], matingAggression[11], matingAggression[12], matingAggression[13], matingAggression[14], matingAggression[15], matingAggression[16], matingAggression[17], matingAggression[18], matingAggression[19], wanderAggression[0], wanderAggression[1], wanderAggression[2], wanderAggression[3], wanderAggression[4], wanderAggression[5], wanderAggression[6], wanderAggression[7], wanderAggression[8], wanderAggression[9], wanderAggression[10], wanderAggression[11], wanderAggression[12], wanderAggression[13], wanderAggression[14], wanderAggression[15], wanderAggression[16], wanderAggression[17], wanderAggression[18], wanderAggression[19], attackDelay[0], attackDelay[1], attackDelay[2], attackDelay[3], attackDelay[4], attackDelay[5], attackDelay[6], attackDelay[7], attackDelay[8], attackDelay[9], attackDelay[10], attackDelay[11], attackDelay[12], attackDelay[13], attackDelay[14], attackDelay[15], attackDelay[16], attackDelay[17], attackDelay[18], attackDelay[19], loyalty[0], loyalty[1], loyalty[2], loyalty[3], loyalty[4], loyalty[5], loyalty[6], loyalty[7], loyalty[8], loyalty[9], loyalty[10], loyalty[11], loyalty[12], loyalty[13], loyalty[14], loyalty[15], loyalty[16], loyalty[17], loyalty[18], loyalty[19]
 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 18, 11, 10, 12, 10, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 11, 8, 10, 13, 15, 13, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 7, 8, 9, 8, 10, 8, 14, 9, 9, 2, 0, 0, 0, 0, 11, 30, 30, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 10, 14, 4, 13, 6, 8, 8, 5, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 6, 10, 3, 8, 11, 9, 7, 6, 20, 0, 0, 0, 0, 0, 0, 8, 11, 3, 6, 8, 6, 7, 6, 9, 9, 11, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 6, 4, 7, 7, 2, 4, 4, 5, 52, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 4, 7, 9, 6, 9, 8, 10, 11, 5, 7, 8, 5, 0, 0, 0, 16, 15, 16, 17, 16, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 14, 10, 5, 14, 13, 10, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 20, 10, 8, 12, 8, 8, 6, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 15, 9, 10, 10, 14, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 12, 9, 15, 9, 13, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 16, 17, 14, 20, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 15, 6, 8, 10, 8, 13, 12, 7, 4, 0, 0, 0, 0, 0, 0, 28, 20, 30, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 7, 11, 11, 5, 6, 7, 6, 8, 5, 5, 8, 16, 0, 0, 0, 0, 9, 7, 15, 19, 13, 14, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 13, 15, 11, 11, 8, 6, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 12, 16, 20, 15, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 38, 32, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 24, 23, 19, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 23, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 16, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 15, 14, 14, 10, 12, 6, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 2, 5, 3, 4, 5, 11, 50
100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 18, 11, 10, 12, 10, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 11, 8, 10, 13, 15, 13, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 7, 8, 9, 8, 10, 8, 14, 9, 9, 2, 0, 0, 0, 0, 11, 30, 30, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 10, 14, 4, 13, 6, 8, 8, 5, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 6, 10, 3, 8, 11, 9, 7, 6, 20, 0, 0, 0, 0, 0, 0, 8, 11, 3, 6, 8, 6, 7, 6, 9, 9, 11, 14, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 6, 4, 7, 7, 2, 4, 4, 5, 52, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 4, 7, 9, 6, 9, 8, 10, 11, 5, 7, 8, 5, 0, 0, 0, 16, 15, 16, 17, 16, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 14, 10, 5, 14, 13, 10, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 20, 10, 8, 12, 8, 8, 6, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 15, 9, 10, 10, 14, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 12, 9, 15, 9, 13, 16, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 16, 17, 14, 20, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 15, 6, 8, 10, 8, 13, 12, 7, 4, 0, 0, 0, 0, 0, 0, 28, 20, 30, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 7, 11, 11, 5, 6, 7, 6, 8, 5, 5, 8, 16, 0, 0, 0, 0, 9, 7, 15, 19, 13, 14, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 13, 15, 11, 11, 8, 6, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 12, 16, 20, 15, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 38, 32, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 24, 23, 19, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 23, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 30, 16, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 15, 14, 14, 10, 12, 6, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 2, 5, 3, 4, 5, 11, 50
107, 1, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 20, 13, 10, 13, 11, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 12, 8, 12, 13, 17, 13, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 9, 8, 9, 9, 10, 8, 16, 9, 10, 2, 0, 0, 0, 0, 13, 33, 31, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 10, 15, 4, 13, 6, 9, 8, 6, 14, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 10, 3, 8, 12, 8, 7, 9, 21, 0, 0, 0, 0, 0, 0, 8, 14, 3, 6, 8, 6, 6, 8, 10, 9, 12, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 4, 7, 7, 2, 4, 4, 5, 58, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 4, 7, 9, 7, 8, 9, 11, 11, 6, 8, 10, 6, 0, 0, 0, 16, 17, 18, 19, 18, 12, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 16, 9, 5, 15, 14, 12, 7, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 22, 10, 8, 14, 8, 10, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 14, 16, 16, 10, 11, 12, 14, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 13, 12, 15, 10, 13, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 17, 18, 15, 21, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 17, 8, 9, 10, 8, 14, 12, 8, 4, 0, 0, 0, 0, 0, 1, 29, 19, 34, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 7, 12, 13, 6, 6, 7, 7, 9, 5, 7, 8, 15, 0, 0, 0, 0, 8, 8, 16, 21, 14, 16, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 13, 16, 11, 15, 8, 6, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20, 13, 22, 19, 15, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 40, 34, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 21, 25, 27, 19, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 34, 26, 28, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 33, 19, 29, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 14, 15, 15, 12, 13, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 5, 3, 5, 3, 5, 5, 13, 52
114, 4, 1, 0, 0, 0, 0, 0, 0, 0, 11, 11, 22, 12, 9, 16, 11, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 13, 8, 14, 14, 17, 13, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 7, 8, 11, 11, 12, 7, 16, 9, 12, 2, 0, 0, 0, 0, 14, 31, 38, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 11, 16, 4, 12, 9, 10, 7, 7, 14, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 6, 8, 8, 10, 3, 7, 13, 8, 8, 11, 19, 0, 0, 0, 0, 0, 0, 8, 16, 3, 5, 9, 8, 7, 8, 11, 10, 11, 16, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 6, 4, 9, 6, 2, 4, 4, 5, 64, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 4, 8, 9, 7, 11, 9, 11, 10, 7, 8, 12, 6, 0, 0, 0, 18, 17, 20, 18, 20, 14, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 17, 10, 4, 17, 12, 17, 8, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 22, 10, 7, 17, 9, 12, 9, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 16, 15, 16, 11, 13, 14, 15, 13, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 14, 14, 13, 15, 9, 15, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 19, 20, 17, 22, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 21, 8, 10, 10, 8, 14, 11, 9, 4, 0, 0, 0, 0, 0, 1, 29, 20, 37, 26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 8, 12, 14, 7, 6, 7, 7, 7, 5, 8, 11, 15, 0, 0, 0, 0, 8, 8, 17, 23, 14, 20, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 14, 16, 11, 18, 9, 6, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20, 13, 23, 23, 18, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 43, 38, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 26, 27, 19, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 37, 30, 29, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 35, 21, 32, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 15, 14, 15, 12, 16, 6, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 4, 4, 4, 5, 5, 16, 56
107, 13, 2, 0, 0, 0, 0, 0, 0, 0, 10, 8, 22, 11, 7, 15, 13, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 12, 9, 14, 10, 16, 12, 8, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 8, 6, 10, 11, 11, 6, 16, 9, 10, 2, 0, 0, 0, 0, 13, 25, 40, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 10, 13, 4, 10, 9, 10, 8, 7, 12, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 6, 6, 7, 9, 3, 8, 13, 8, 5, 10, 18, 0, 0, 0, 0, 0, 0, 7, 15, 3, 9, 9, 6, 6, 6, 11, 9, 8, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 6, 5, 7, 6, 1, 4, 4, 5, 61, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 3, 8, 10, 8, 10, 8, 9, 9, 7, 9, 8, 7, 0, 0, 0, 19, 17, 20, 16, 15, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 16, 8, 3, 19, 10, 16, 7, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 23, 10, 4, 16, 10, 12, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 12, 16, 11, 11, 15, 16, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 13, 14, 11, 15, 8, 13, 19, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 11, 20, 19, 13, 23, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 20, 7, 7, 10, 8, 13, 11, 10, 2, 0, 0, 0, 0, 0, 0, 28, 19, 39, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 7, 12, 12, 7, 7, 7, 6, 7, 3, 7, 12, 13, 0, 0, 0, 0, 7, 9, 15, 25, 13, 18, 11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 11, 16, 12, 16, 9, 5, 19, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 13, 22, 22, 19, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 38, 40, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 25, 24, 17, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33, 31, 26, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 36, 17, 30, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 15, 14, 16, 10, 13, 5, 4, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 6, 5, 5, 3, 4, 3, 5, 15, 52
